formula_id,stage,source_v4_line,source_v4_section,lhs,rhs,formula_line,parents,state_type,formula_role,observable,status,notes
V5_0437,flotation,1650,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"reagent_heat_load_{s,k}","sum_j(tank_map_{k,j}*Q_{s,j}_ml_s*Cp_reagent_j*(T_reagent_in_j-T_tank_{s,k}))","reagent_heat_load_{s,k}=sum_j(tank_map_{k,j}*Q_{s,j}_ml_s*Cp_reagent_j*(T_reagent_in_j-T_tank_{s,k}))","tank_map_{k,j};Q_{s,j};_ml_s;Cp_reagent_j;T_reagent_in_j;T_tank_{s,k}",derived,executable,no,canonical,
V5_0438,flotation,1647,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"reagent_viscosity_{s,j}","mu_reagent0_j*exp(kT_reagent_j*(T_ref-T_tank_{s,tank_of(j)}))","reagent_viscosity_{s,j}=mu_reagent0_j*exp(kT_reagent_j*(T_ref-T_tank_{s,tank_of(j)}))","mu_reagent0_j;kT_reagent_j;T_ref;T_tank_{s,tank_of(j)}",derived,executable,no,canonical,
V5_0439,lab,1039,8. 过程化验设计 / ,report_time,sample_time+report_delay,report_time=sample_time+report_delay,sample_time;report_delay,derived,executable,no,canonical,
V5_0440,tower_mill,1308,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_feed,"rho_slurry(C_feed,rho_solid_mix)","rho_feed = rho_slurry(C_feed,rho_solid_mix)",rho_slurry;C_feed;rho_solid_mix,derived,executable,no,canonical,
V5_0441,tower_mill,1340,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_overflow,"(M_tm_overflow_solid+M_tm_overflow_water)/max(Q_overflow,eps)","rho_overflow = (M_tm_overflow_solid+M_tm_overflow_water)/max(Q_overflow,eps)",M_tm_overflow_solid;M_tm_overflow_water;Q_overflow,derived,executable,no,canonical,
V5_0442,global,201,2. 全局变量分类 / 2.2 隐藏物料状态,rho_slurry,"M_wet/max(V_slurry,eps)","rho_slurry = M_wet/max(V_slurry,eps)",M_wet;V_slurry,derived,definition,no,canonical,
V5_0443,global,185,2. 全局变量分类 / 2.2 隐藏物料状态,rho_solid_mix,"M_solid / max( Fe_mag/rho_fe_mag + Fe_hem/rho_fe_hem + Fe_carb/rho_fe_carb + Fe_sil/rho_fe_sil + Gangue/rho_gangue, eps)","rho_solid_mix = M_solid / max( Fe_mag/rho_fe_mag + Fe_hem/rho_fe_hem + Fe_carb/rho_fe_carb + Fe_sil/rho_fe_sil + Gangue/rho_gangue, eps)",M_solid;Fe_mag;rho_fe_mag;Fe_hem;rho_fe_hem;Fe_carb;rho_fe_carb;Fe_sil;rho_fe_sil;Gangue;rho_gangue,derived,definition,no,canonical,
V5_0444,boundary,348,4. 入口边界因果模型 / ,rho_solid_mix_i,"M_solid_i / max( Fe_mag_i/rho_fe_mag + Fe_hem_i/rho_fe_hem + Fe_carb_i/rho_fe_carb + Fe_sil_i/rho_fe_sil + Gangue_i/rho_gangue, eps)","rho_solid_mix_i = M_solid_i / max( Fe_mag_i/rho_fe_mag + Fe_hem_i/rho_fe_hem + Fe_carb_i/rho_fe_carb + Fe_sil_i/rho_fe_sil + Gangue_i/rho_gangue, eps)",M_solid_i;Fe_mag_i;rho_fe_mag;Fe_hem_i;rho_fe_hem;Fe_carb_i;rho_fe_carb;Fe_sil_i;rho_fe_sil;Gangue_i;rho_gangue,derived,executable,no,canonical,
V5_0445,boundary,398,4. 入口边界因果模型 / ,rho_solid_mix_mixed,"M_solid_mixed / max( sum_i(Fe_mag_i/rho_fe_mag) + sum_i(Fe_hem_i/rho_fe_hem) + sum_i(Fe_carb_i/rho_fe_carb) + sum_i(Fe_sil_i/rho_fe_sil) + sum_i(Gangue_i/rho_gangue), eps)","rho_solid_mix_mixed = M_solid_mixed / max( sum_i(Fe_mag_i/rho_fe_mag) + sum_i(Fe_hem_i/rho_fe_hem) + sum_i(Fe_carb_i/rho_fe_carb) + sum_i(Fe_sil_i/rho_fe_sil) + sum_i(Gangue_i/rho_gangue), eps)",M_solid_mixed;Fe_mag_i;rho_fe_mag;Fe_hem_i;rho_fe_hem;Fe_carb_i;rho_fe_carb;Fe_sil_i;rho_fe_sil;Gangue_i;rho_gangue,derived,executable,no,canonical,
V5_0446,tower_mill,1342,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_tm_overflow,rho_overflow,rho_tm_overflow = rho_overflow,rho_overflow,derived,executable,no,canonical,
V5_0448,flotation,1457,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,rho_under_s,"rho_slurry(C_under_s,rho_solid_mix_s)","rho_under_s = rho_slurry(C_under_s,rho_solid_mix_s)",rho_slurry;C_under_s;rho_solid_mix_s,derived,executable,no,canonical,
V5_0450,tower_mill,601,6. 塔磨与旋流器因果模型 / 6.2 泵池与旋流器,sand_j,feed_j-overflow_j,sand_j=feed_j-overflow_j,feed_j;overflow_j,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0452,flotation,1563,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"scraper_speed_{s,c}","clip( scraper_nom_c+K_scrape_P_c*max(h_froth_{s,c}-h_scrape_ref_c,0), speed_min_c,speed_max_c)","scraper_speed_{s,c}=clip( scraper_nom_c+K_scrape_P_c*max(h_froth_{s,c}-h_scrape_ref_c,0), speed_min_c,speed_max_c)","scraper_nom_c;K_scrape_P_c;h_froth_{s,c};h_scrape_ref_c;speed_min_c;speed_max_c",derived,executable,no,canonical,
V5_0454,magnetic,1249,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,specific_gravity,"rho_slurry/max(rho_water,eps)","specific_gravity = rho_slurry/max(rho_water,eps)",rho_slurry;rho_water,derived,executable,no,canonical,
V5_0455,flotation,1627,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,split_s1_meter1,"clip(split_meter_nom+Kpipe_s1*(pipe_resistance_s1_2-pipe_resistance_s1_1)+N(0,sigma_split_meter),0.40,0.60)","split_s1_meter1 = clip(split_meter_nom+Kpipe_s1*(pipe_resistance_s1_2-pipe_resistance_s1_1)+N(0,sigma_split_meter),0.40,0.60)",split_meter_nom;Kpipe_s1;pipe_resistance_s1_2;pipe_resistance_s1_1;sigma_split_meter,derived,executable,no,canonical,
V5_0456,flotation,1624,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,split_s1_total,"clip(split_s1_nom+Ksplit_s1*(L_pool_s2-L_pool_s1)+operator_trim_split_s1,0.35,0.65)","split_s1_total = clip(split_s1_nom+Ksplit_s1*(L_pool_s2-L_pool_s1)+operator_trim_split_s1,0.35,0.65)",split_s1_nom;Ksplit_s1;L_pool_s2;L_pool_s1;operator_trim_split_s1,derived,executable,no,canonical,
V5_0457,flotation,1628,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,split_s2_meter1,"clip(split_meter_nom+Kpipe_s2*(pipe_resistance_s2_2-pipe_resistance_s2_1)+N(0,sigma_split_meter),0.40,0.60)","split_s2_meter1 = clip(split_meter_nom+Kpipe_s2*(pipe_resistance_s2_2-pipe_resistance_s2_1)+N(0,sigma_split_meter),0.40,0.60)",split_meter_nom;Kpipe_s2;pipe_resistance_s2_2;pipe_resistance_s2_1;sigma_split_meter,derived,executable,no,canonical,
V5_0458,magnetic,1244,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,split_tail_1,"clip(split_tail_1_nom+K_asym_tail*(matrix_clog-matrix_clog_ref)+operator_trim_tail_split,0.25,0.75)","split_tail_1 = clip(split_tail_1_nom+K_asym_tail*(matrix_clog-matrix_clog_ref)+operator_trim_tail_split,0.25,0.75)",split_tail_1_nom;K_asym_tail;matrix_clog;matrix_clog_ref;operator_trim_tail_split,derived,executable,no,canonical,
V5_0459,flotation,1664,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_cell_power_s1,"sum_c(P_cell_motor_{1,c})","sum_cell_power_s1=sum_c(P_cell_motor_{1,c})","sum_c;P_cell_motor_{1,c}",derived,executable,no,canonical,
V5_0460,flotation,1665,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_cell_power_s2,"sum_c(P_cell_motor_{2,c})","sum_cell_power_s2=sum_c(P_cell_motor_{2,c})","sum_c;P_cell_motor_{2,c}",derived,executable,no,canonical,
V5_0461,flotation,1668,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_drug_power_s1,"sum_j(P_drug_pump_{1,j})","sum_drug_power_s1=sum_j(P_drug_pump_{1,j})","P_drug_pump_{1,j}",derived,executable,no,canonical,
V5_0462,flotation,1669,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_drug_power_s2,"sum_j(P_drug_pump_{2,j})","sum_drug_power_s2=sum_j(P_drug_pump_{2,j})","P_drug_pump_{2,j}",derived,executable,no,canonical,
V5_0463,flotation,1666,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_pool_power_s1,"sum_k(P_pool_pump_{1,k})","sum_pool_power_s1=sum_k(P_pool_pump_{1,k})","sum_k;P_pool_pump_{1,k}",derived,executable,no,canonical,
V5_0464,flotation,1667,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,sum_pool_power_s2,"sum_k(P_pool_pump_{2,k})","sum_pool_power_s2=sum_k(P_pool_pump_{2,k})","sum_k;P_pool_pump_{2,k}",derived,executable,no,canonical,
V5_0465,magnetic,535,5. 磁选因果模型 / 5.3 分选公式,tail_j,feed_j-conc_j,tail_j=feed_j-conc_j,feed_j;conc_j,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0467,flotation,1613,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"tail_j_rate_{s,c}","Q_out_solid_{s,c}*grade_cell_j_{s,c}","tail_j_rate_{s,c}=Q_out_solid_{s,c}*grade_cell_j_{s,c}","Q_out_solid_{s,c};grade_cell_j_{s,c}",derived,executable,no,canonical,
V5_0468,flotation,1617,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"tail_j_{s,c}","tail_j_rate_{s,c}*dt","tail_j_{s,c}=tail_j_rate_{s,c}*dt","tail_j_rate_{s,c}",derived,executable,no,canonical,
V5_0470,tower_mill,1290,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,tau_cyc_pool,"max(L_pool*A_pool/max(Q_pump_prev,eps),min_tau_cyc_pool)","tau_cyc_pool = max(L_pool*A_pool/max(Q_pump_prev,eps),min_tau_cyc_pool)",L_pool;A_pool;Q_pump_prev;min_tau_cyc_pool,derived,executable,no,canonical,
V5_0472,flotation,1586,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"tau_stage_h_{s,c}","V_pulp_actual_{s,c}/max(Q_out_cell_{s,c},eps)","tau_stage_h_{s,c}=V_pulp_actual_{s,c}/max(Q_out_cell_{s,c},eps)","V_pulp_actual_{s,c};Q_out_cell_{s,c}",derived,executable,no,canonical,
V5_0473,global,290,3. 基础动态函数 / ,u_actual,"sat_act(u_sp,u_min,u_max,tau_act)","u_actual = sat_act(u_sp,u_min,u_max,tau_act)",u_sp;u_min;u_max;tau_act,derived,definition,no,canonical,
V5_0474,magnetic,1254,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_blowdown_phys,"clip(u_bd_nom+Kclog_bd*matrix_clog+Ktimer_bd*event_bd_timer,0,1)","u_blowdown_phys = clip(u_bd_nom+Kclog_bd*matrix_clog+Ktimer_bd*event_bd_timer,0,1)",u_bd_nom;Kclog_bd;matrix_clog;Ktimer_bd;event_bd_timer,physical_signal,executable,no,canonical,
V5_0476,flotation,1555,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_bv_sp_{s,c}","clip(k_air_valve_c*Q_air_sp_{s,c}/sqrt(max(P_header-P_cell_{s,c},eps)),0.1,0.9)","u_bv_sp_{s,c}=clip(k_air_valve_c*Q_air_sp_{s,c}/sqrt(max(P_header-P_cell_{s,c},eps)),0.1,0.9)","k_air_valve_c;Q_air_sp_{s,c};P_header;P_cell_{s,c}",derived,executable,no,canonical,
V5_0477,flotation,1556,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_bv_{s,c}","u_bv_sp_{s,c}+(u_bv_prev_{s,c}-u_bv_sp_{s,c})*exp(-dt/tau_bv_c)","u_bv_{s,c}=u_bv_sp_{s,c}+(u_bv_prev_{s,c}-u_bv_sp_{s,c})*exp(-dt/tau_bv_c)","u_bv_sp_{s,c};u_bv_prev_{s,c};tau_bv_c",derived,executable,no,canonical,
V5_0478,magnetic,1261,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_flush,u_flush_sp+(u_flush_prev-u_flush_sp)*exp(-dt/tau_flush_valve),u_flush = u_flush_sp+(u_flush_prev-u_flush_sp)*exp(-dt/tau_flush_valve),u_flush_sp;u_flush_prev;tau_flush_valve,derived,executable,no,canonical,
V5_0479,magnetic,1256,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_flush_sp,"clip( u_flush_nom + Kclog_flush_u*matrix_clog + Kload_flush_u*(Q_feed-Q_ref)/max(Q_ref,eps), 0,1)","u_flush_sp = clip( u_flush_nom + Kclog_flush_u*matrix_clog + Kload_flush_u*(Q_feed-Q_ref)/max(Q_ref,eps), 0,1)",u_flush_nom;Kclog_flush_u;matrix_clog;Kload_flush_u;Q_feed;Q_ref,setpoint,executable,no,canonical,
V5_0481,flotation,1583,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_lv_fb_{s,c}","u_lv_sp_{s,c}+(u_lv_fb_prev_{s,c}-u_lv_sp_{s,c})*exp(-dt/tau_lv_c)","u_lv_fb_{s,c}=u_lv_sp_{s,c}+(u_lv_fb_prev_{s,c}-u_lv_sp_{s,c})*exp(-dt/tau_lv_c)","u_lv_sp_{s,c};u_lv_fb_prev_{s,c};tau_lv_c",derived,executable,no,canonical,
V5_0483,flotation,1582,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_lv_sp_{s,c}","clip(u0_c+Kp_L_c*(L_sp_c-L_cell_aerated_lag_{s,c})+Ki_L_c*int_L_error_{s,c},0,1)","u_lv_sp_{s,c}=clip(u0_c+Kp_L_c*(L_sp_c-L_cell_aerated_lag_{s,c})+Ki_L_c*int_L_error_{s,c},0,1)","u0_c;Kp_L_c;L_sp_c;L_cell_aerated_lag_{s,c};Ki_L_c;int_L_error_{s,c}",derived,executable,no,canonical,
V5_0484,tower_mill,1389,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_oil_cooler,u_oil_cooler_sp+(u_oil_cooler_prev-u_oil_cooler_sp)*exp(-dt/tau_oil_cooler),u_oil_cooler = u_oil_cooler_sp+(u_oil_cooler_prev-u_oil_cooler_sp)*exp(-dt/tau_oil_cooler),u_oil_cooler_sp;u_oil_cooler_prev;tau_oil_cooler,derived,executable,no,canonical,
V5_0485,tower_mill,1388,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_oil_cooler_sp,"clip(u_oil_cooler_nom+K_cool_T*(T_oil-T_oil_sp),0,1)","u_oil_cooler_sp = clip(u_oil_cooler_nom+K_cool_T*(T_oil-T_oil_sp),0,1)",u_oil_cooler_nom;K_cool_T;T_oil;T_oil_sp,setpoint,executable,no,canonical,
V5_0486,tower_mill,1325,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_sand,u_sand_sp+(u_sand_prev-u_sand_sp)*exp(-dt/tau_sand_valve),u_sand = u_sand_sp+(u_sand_prev-u_sand_sp)*exp(-dt/tau_sand_valve),u_sand_sp;u_sand_prev;tau_sand_valve,derived,executable,no,canonical,
V5_0487,tower_mill,1324,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_sand_sp,"clip(u_sand_nom+K_C_sand*(C_sand-C_sand_sp)+K_CL_sand*(circulating_load_lag-CL_ref)+PRBS_sand,0,1)","u_sand_sp = clip(u_sand_nom+K_C_sand*(C_sand-C_sand_sp)+K_CL_sand*(circulating_load_lag-CL_ref)+PRBS_sand,0,1)",u_sand_nom;K_C_sand;C_sand;C_sand_sp;K_CL_sand;circulating_load_lag;CL_ref;PRBS_sand,setpoint,executable,no,canonical,
V5_0488,global,282,3. 基础动态函数 / ,u_sp,"clip( u_nom + Kp*error + Ki*integral(error) + Kff*feedforward_state + operator_trim + intervention, u_min,u_max)","u_sp = clip( u_nom + Kp*error + Ki*integral(error) + Kff*feedforward_state + operator_trim + intervention, u_min,u_max)",u_nom;Kp;error;Ki;integral;Kff;feedforward_state;operator_trim;intervention;u_min;u_max,setpoint,definition,no,canonical,
V5_0489,flotation,1649,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_steam_fb_{s,k}","u_steam_sp_{s,k}+(u_steam_fb_prev_{s,k}-u_steam_sp_{s,k})*exp(-dt/tau_steam_k)","u_steam_fb_{s,k}=u_steam_sp_{s,k}+(u_steam_fb_prev_{s,k}-u_steam_sp_{s,k})*exp(-dt/tau_steam_k)","u_steam_sp_{s,k};u_steam_fb_prev_{s,k};tau_steam_k",derived,executable,no,canonical,
V5_0490,flotation,1648,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"u_steam_sp_{s,k}","clip(u_steam_nom_k+KT_steam_k*(T_tank_sp_k-T_tank_{s,k}),0,1)","u_steam_sp_{s,k}=clip(u_steam_nom_k+KT_steam_k*(T_tank_sp_k-T_tank_{s,k}),0,1)","u_steam_nom_k;KT_steam_k;T_tank_sp_k;T_tank_{s,k}",derived,executable,no,canonical,
V5_0491,magnetic,1247,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail,u_tail_1_sp+(u_tail_prev-u_tail_1_sp)*exp(-dt/tau_tail_valve),u_tail = u_tail_1_sp+(u_tail_prev-u_tail_1_sp)*exp(-dt/tau_tail_valve),u_tail_1_sp;u_tail_prev;tau_tail_valve,derived,executable,no,canonical,
V5_0492,magnetic,1245,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_1_sp,"clip(u_tail_total_sp*split_tail_1/split_tail_1_nom,0,1)","u_tail_1_sp = clip(u_tail_total_sp*split_tail_1/split_tail_1_nom,0,1)",u_tail_total_sp;split_tail_1;split_tail_1_nom,setpoint,executable,no,canonical,
V5_0493,magnetic,1248,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_2,u_tail_2_sp+(u_tail_2_prev-u_tail_2_sp)*exp(-dt/tau_tail_valve),u_tail_2 = u_tail_2_sp+(u_tail_2_prev-u_tail_2_sp)*exp(-dt/tau_tail_valve),u_tail_2_sp;u_tail_2_prev;tau_tail_valve,derived,executable,no,canonical,
V5_0494,magnetic,1246,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_2_sp,"clip(u_tail_total_sp*(1-split_tail_1)/(1-split_tail_1_nom),0,1)","u_tail_2_sp = clip(u_tail_total_sp*(1-split_tail_1)/(1-split_tail_1_nom),0,1)",u_tail_total_sp;split_tail_1;split_tail_1_nom,setpoint,executable,no,canonical,
V5_0495,magnetic,1243,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_total_sp,"clip(u_tail_nom+K_L_tail*(L_mag-L_mag_sp),0,1)","u_tail_total_sp = clip(u_tail_nom+K_L_tail*(L_mag-L_mag_sp),0,1)",u_tail_nom;K_L_tail;L_mag;L_mag_sp,setpoint,executable,no,canonical,
V5_0496,tower_mill,1320,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_water,u_water_sp+(u_water_prev-u_water_sp)*exp(-dt/tau_water_valve),u_water = u_water_sp+(u_water_prev-u_water_sp)*exp(-dt/tau_water_valve),u_water_sp;u_water_prev;tau_water_valve,derived,executable,no,canonical,
V5_0497,tower_mill,1319,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_water_sp,"clip(u_water_nom+K_C_water*(C_sp-C_feed)+K_L_water*(L_sp-L_pool),0,1)","u_water_sp = clip(u_water_nom+K_C_water*(C_sp-C_feed)+K_L_water*(L_sp-L_pool),0,1)",u_water_nom;K_C_water;C_sp;C_feed;K_L_water;L_sp;L_pool,setpoint,executable,no,canonical,
V5_0500,flotation,974,7. 浮选因果模型 / 7.7 浮选速率和组分分流,y_fx_xin_s,"clip(y_fx_xin_s_true+N(0,sigma_y),0,1)","y_fx_xin_s=clip(y_fx_xin_s_true+N(0,sigma_y),0,1)",y_fx_xin_s_true;sigma_y,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5_0501,flotation,973,7. 浮选因果模型 / 7.7 浮选速率和组分分流,y_fx_xin_s_true,TFe(final_conc_s),y_fx_xin_s_true=TFe(final_conc_s),TFe;final_conc_s,derived,executable,no,manual_promoted,Manually promoted from concept/reference coverage review into executable formulas.
V5M_0502,flotation,manual,manual V5 closure,dose_TD_s,"(Q_{s,td_rough}_ml_s+Q_{s,td_clean}_ml_s)*3.6*rho_td_kg_L*active_td/max(M_feed_solid_tph_s,eps)","dose_TD_s = (Q_{s,td_rough}_ml_s+Q_{s,td_clean}_ml_s)*3.6*rho_td_kg_L*active_td/max(M_feed_solid_tph_s,eps)","Q_{s,td_rough}_ml_s;Q_{s,td_clean}_ml_s;rho_td_kg_L;active_td;M_feed_solid_tph_s",derived,executable,no,manual_closure,Actual TD dose from metering pump flow; added in V5 to close dose -> effect chain.
V5M_0503,flotation,manual,manual V5 closure,dose_DF_K6_s,"Q_{s,k6_rough}_ml_s*3.6*rho_k6_kg_L*active_k6/max(M_feed_solid_tph_s,eps)","dose_DF_K6_s = Q_{s,k6_rough}_ml_s*3.6*rho_k6_kg_L*active_k6/max(M_feed_solid_tph_s,eps)","Q_{s,k6_rough}_ml_s;rho_k6_kg_L;active_k6;M_feed_solid_tph_s",derived,executable,no,manual_closure,Actual K6/DF dose from pump flow. L_k6_s remains inventory sink unless starvation mode is enabled.
V5M_0504,flotation,manual,manual V5 closure,dose_naoh_kg_t_s,"Q_{s,naoh}_ml_s*3.6*rho_naoh_kg_L*active_naoh/max(M_feed_solid_tph_s,eps)","dose_naoh_kg_t_s = Q_{s,naoh}_ml_s*3.6*rho_naoh_kg_L*active_naoh/max(M_feed_solid_tph_s,eps)","Q_{s,naoh}_ml_s;rho_naoh_kg_L;active_naoh;M_feed_solid_tph_s",derived,executable,no,manual_closure,Actual NaOH dose from pump flow.
V5M_0505,flotation,manual,manual V5 closure,dose_cao_kg_t_s,"Q_{s,cao}_ml_s*3.6*rho_cao_kg_L*active_cao/max(M_feed_solid_tph_s,eps)","dose_cao_kg_t_s = Q_{s,cao}_ml_s*3.6*rho_cao_kg_L*active_cao/max(M_feed_solid_tph_s,eps)","Q_{s,cao}_ml_s;rho_cao_kg_L;active_cao;M_feed_solid_tph_s",derived,executable,no,manual_closure,Actual CaO dose from pump flow.
V5M_0506,flotation,manual,manual V5 closure,Q_feed_s,Q_NT_under_s,Q_feed_s = Q_NT_under_s,Q_NT_under_s,flow,executable,no,manual_closure,Connect thickener underflow volumetric flow to the real flotation feed for each series.
V5M_0507,flotation,manual,manual V5 closure,M_feed_solid_s,M_NT_under_solid_s,M_feed_solid_s = M_NT_under_solid_s,M_NT_under_solid_s,flow,executable,no,manual_closure,Connect thickener underflow solid flow to flotation reagent/load controllers.
V5M_0508,flotation,manual,manual V5 closure,M_feed_water_s,M_NT_under_water_s,M_feed_water_s = M_NT_under_water_s,M_NT_under_water_s,flow,executable,no,manual_closure,Connect thickener underflow water flow to flotation feed stream.
V5M_0509,flotation,manual,manual V5 closure,C_s,"M_feed_solid_s/max(M_feed_solid_s+M_feed_water_s,eps)","C_s = M_feed_solid_s/max(M_feed_solid_s+M_feed_water_s,eps)",M_feed_solid_s;M_feed_water_s,derived,executable,no,manual_closure,Series flotation feed concentration from the actual thickener underflow stream.
V5M_0510,flotation,manual,manual V5 closure,M_feed_j_s,M_feed_solid_s*grade_NT_under_j_s,M_feed_j_s = M_feed_solid_s*grade_NT_under_j_s,M_feed_solid_s;grade_NT_under_j_s,flow,executable,no,manual_closure,Component feed rate entering the first flotation cell from thickener underflow.
V5M_0511,flotation,manual,manual V5 closure,feed_grade_j_s,"M_feed_j_s/max(M_feed_solid_s,eps)","feed_grade_j_s = M_feed_j_s/max(M_feed_solid_s,eps)",M_feed_j_s;M_feed_solid_s,derived,executable,no,manual_closure,Component grade of the actual flotation feed stream.
V5M_0512,flotation,manual,manual V5 closure,floatability_difficulty_s,w_carb*r_carb_s+w_sil*r_sil_s+w_fine*f25_s+w_coarse*(1-F325_s)+w_low_lib*(1-Liberation_gangue_s)+w_density*abs(C_s-C_opt)+w_clay*clay_s,floatability_difficulty_s = w_carb*r_carb_s+w_sil*r_sil_s+w_fine*f25_s+w_coarse*(1-F325_s)+w_low_lib*(1-Liberation_gangue_s)+w_density*abs(C_s-C_opt)+w_clay*clay_s,r_carb_s;r_sil_s;f25_s;F325_s;Liberation_gangue_s;C_s;clay_s,derived,executable,no,manual_closure,Series-specific difficult-floatability score used by reagent controllers.
V5M_0513,flotation,manual,manual V5 closure,selectivity_proxy_s,q_pH*pH_s+q_Ca*Ca2_effect_s+q_slime*(1-f25_s)+q_lib*Liberation_gangue_s,selectivity_proxy_s = q_pH*pH_s+q_Ca*Ca2_effect_s+q_slime*(1-f25_s)+q_lib*Liberation_gangue_s,pH_s;Ca2_effect_s;f25_s;Liberation_gangue_s,derived,executable,no,manual_closure,Series-specific selectivity proxy used by K6 demand.
V5M_0514,flotation,manual,manual V5 closure,E_Ca2_sil_s,1+a_Ca_sil*sigmoid((Ca2_effect_s-Ca_sil0)/s_Ca_sil),E_Ca2_sil_s = 1+a_Ca_sil*sigmoid((Ca2_effect_s-Ca_sil0)/s_Ca_sil),Ca2_effect_s;Ca_sil0;s_Ca_sil,derived,executable,no,manual_closure,Series-specific Ca2+ effect for silicate flotation kinetics.
V5M_0515,flotation,manual,manual V5 closure,E_Ca2_carb_s,1+a_Ca_carb*sigmoid((Ca2_effect_s-Ca_carb0)/s_Ca_carb),E_Ca2_carb_s = 1+a_Ca_carb*sigmoid((Ca2_effect_s-Ca_carb0)/s_Ca_carb),Ca2_effect_s;Ca_carb0;s_Ca_carb,derived,executable,no,manual_closure,Series-specific Ca2+ effect for carbonate flotation kinetics.
V5M_0516,flotation,manual,manual V5 closure,"M_cell_solid_prev_{s,c}","sum_j(M_cell_j_prev_{s,c})","M_cell_solid_prev_{s,c} = sum_j(M_cell_j_prev_{s,c})","M_cell_j_prev_{s,c}",state_reference,executable,no,manual_closure,Total previous solid inventory inside flotation cell CSTR.
